224;448;32;59,55,52
192;480;32;125,120,117
224;480;32;55,51,47
576;0;32;229,229,229
608;0;32;229,229,229
576;32;32;166,154,175
672;64;32;229,229,229
672;96;32;229,229,229
512;128;32;138,124,112
544;128;32;173,147,125
512;160;32;184,152,129
544;160;32;172,137,114
576;128;32;127,118,110
608;128;32;170,156,143
576;160;32;182,151,128
608;160;32;178,144,125
672;128;32;229,229,229
672;160;32;229,229,229
768;256;32;197,196,197
800;256;32;229,229,229
768;288;32;89,86,85
896;448;32;148,155,159
928;448;32;228,228,228
896;480;32;101,101,101
928;480;32;198,197,195
448;32;16;229,229,229
464;32;16;229,229,229
448;48;16;229,229,229
464;48;16;219,219,221
416;96;16;229,229,229
432;96;16;205,204,210
416;112;16;229,229,229
432;112;16;133,129,155
416;128;16;229,229,229
432;128;16;93,83,117
416;144;16;229,229,229
432;144;16;98,85,112
416;160;16;229,229,229
432;160;16;151,147,166
416;176;16;229,229,229
432;176;16;124,114,134
416;192;16;228,228,228
432;192;16;116,98,113
416;208;16;227,226,227
432;208;16;113,93,102
192;448;16;132,131,128
208;448;16;57,54,51
192;464;16;117,115,112
608;32;16;229,229,229
624;32;16;229,229,229
624;48;16;229,229,229
640;64;16;229,229,229
656;64;16;229,229,229
640;80;16;171,170,166
656;80;16;229,229,229
640;96;16;129,124,118
656;96;16;229,229,229
640;112;16;157,153,150
656;112;16;229,229,229
640;128;16;157,147,163
656;128;16;229,229,229
640;144;16;142,131,148
656;144;16;229,229,229
656;160;16;229,229,229
640;176;16;202,195,196
656;176;16;229,229,229
800;288;16;222,222,222
816;288;16;229,229,229
800;304;16;145,138,148
816;304;16;227,227,228
208;464;8;41,38,33
216;464;8;26,22,19
208;472;8;164,161,154
608;48;8;229,228,229
616;48;8;229,229,229
608;56;8;170,162,179
616;56;8;228,227,228
640;160;8;121,103,124
648;160;8;228,228,228
640;168;8;151,138,149
648;168;8;229,229,229
216;472;4;32,30,24
220;472;4;23,20,17
216;476;4;85,83,77
220;476;4;25,22,18
0;0;256;229,229,229
256;256;256;112,124,104
768;0;256;229,229,229
512;256;256;127,130,117
256;512;256;106,99,102
256;768;256;120,122,110
512;512;256;110,117,99
256;0;128;229,229,229
256;128;128;227,227,227
0;256;128;229,229,229
896;256;128;229,229,229
768;384;128;132,146,119
128;512;128;127,119,110
0;640;128;126,139,118
0;768;128;168,173,156
0;896;128;229,229,229
768;512;128;107,109,96
896;640;128;130,147,118
512;768;128;41,43,34
512;896;128;152,155,133
896;768;128;214,212,209
896;896;128;229,229,229
384;0;64;229,229,229
448;64;64;111,98,111
448;128;64;144,114,109
448;192;64;154,121,101
128;256;64;197,208,194
192;256;64;119,124,127
128;320;64;138,153,134
192;320;64;76,79,79
0;384;64;229,229,229
64;384;64;219,219,220
0;448;64;229,229,229
128;384;64;107,108,107
192;384;64;57,52,49
128;448;64;125,123,120
576;64;64;144,124,115
640;0;64;229,229,229
704;0;64;229,229,229
704;64;64;229,229,229
512;192;64;168,133,111
576;192;64;171,136,113
704;128;64;229,229,229
640;192;64;223,221,220
704;192;64;229,229,229
832;256;64;229,229,229
768;320;64;102,112,98
832;320;64;202,211,200
896;384;64;223,224,224
960;384;64;229,229,229
960;448;64;229,229,229
0;512;64;213,211,210
0;576;64;186,180,177
64;576;64;178,146,141
128;640;64;193,191,186
192;640;64;128,120,113
128;704;64;170,194,160
192;704;64;137,125,130
192;768;64;162,151,146
128;832;64;172,164,154
128;896;64;217,216,214
192;896;64;203,201,196
128;960;64;229,229,229
192;960;64;229,229,229
896;512;64;136,134,131
896;576;64;154,150,138
960;576;64;160,167,167
768;640;64;129,117,126
640;768;64;28,25,22
640;832;64;63,80,53
704;832;64;100,118,91
640;896;64;163,172,147
640;960;64;174,166,155
704;960;64;191,185,178
832;768;64;176,171,165
832;896;64;226,226,225
768;960;64;228,228,227
832;960;64;229,229,229
448;0;32;229,229,229
480;0;32;229,229,229
480;32;32;164,155,174
384;64;32;229,229,229
416;64;32;229,229,229
384;96;32;229,229,229
384;128;32;229,229,229
384;160;32;229,229,229
384;192;32;229,229,229
384;224;32;224,224,224
416;224;32;166,154,157
96;448;32;118,125,130
64;480;32;202,202,202
96;480;32;144,140,136
224;448;32;59,55,52
192;480;32;125,120,117
224;480;32;55,51,47
512;0;32;229,229,229
544;0;32;229,229,229
512;32;32;125,106,141
544;32;32;129,110,144
576;0;32;229,229,229
608;0;32;229,229,229
576;32;32;166,154,175
512;64;32;170,141,127
544;64;32;167,136,129
544;96;32;150,123,102
672;64;32;229,229,229
672;96;32;229,229,229
512;128;32;138,124,112
544;128;32;173,147,125
512;160;32;184,152,129
544;160;32;172,137,114
576;128;32;127,118,110
608;128;32;170,156,143
576;160;32;182,151,128
608;160;32;178,144,125
672;128;32;229,229,229
672;160;32;229,229,229
768;256;32;197,196,197
800;256;32;229,229,229
896;448;32;148,155,159
928;448;32;228,228,228
896;480;32;101,101,101
928;480;32;198,197,195
96;512;32;152,138,110
96;544;32;164,131,122
128;768;32;198,193,186
160;768;32;205,196,193
160;800;32;150,109,104
224;832;32;194,188,184
192;864;32;187,180,172
224;864;32;194,187,180
992;512;32;229,229,229
960;544;32;121,142,151
864;640;32;144,141,134
864;672;32;119,127,113
768;704;32;100,95,84
800;704;32;153,146,152
768;736;32;134,130,122
832;704;32;184,193,190
832;736;32;161,164,165
864;736;32;172,167,160
736;768;32;129,126,117
736;800;32;138,143,129
704;896;32;199,193,185
704;928;32;199,193,185
768;768;32;220,220,218
800;768;32;213,215,217
768;800;32;133,173,121
800;800;32;153,175,144
768;832;32;141,173,131
800;832;32;138,180,124
768;864;32;123,125,122
800;864;32;136,179,122
832;832;32;184,186,171
864;832;32;171,164,154
832;864;32;181,195,174
768;896;32;97,81,99
800;896;32;154,175,141
768;928;32;151,140,155
800;928;32;224,224,223
448;32;16;229,229,229
464;32;16;229,229,229
448;48;16;229,229,229
416;96;16;229,229,229
416;112;16;229,229,229
432;112;16;133,129,155
416;128;16;229,229,229
416;144;16;229,229,229
416;160;16;229,229,229
432;160;16;151,147,166
416;176;16;229,229,229
432;176;16;124,114,134
416;192;16;228,228,228
432;192;16;116,98,113
416;208;16;227,226,227
432;208;16;113,93,102
64;448;16;229,229,229
80;448;16;225,226,226
64;464;16;229,229,229
80;464;16;192,195,197
192;448;16;132,131,128
208;448;16;57,54,51
192;464;16;117,115,112
608;32;16;229,229,229
624;32;16;229,229,229
624;48;16;229,229,229
512;96;16;71,60,44
528;96;16;123,101,83
512;112;16;77,84,86
528;112;16;96,94,91
640;64;16;229,229,229
656;64;16;229,229,229
656;80;16;229,229,229
640;96;16;129,124,118
656;96;16;229,229,229
640;112;16;157,153,150
656;112;16;229,229,229
656;128;16;229,229,229
640;144;16;142,131,148
656;144;16;229,229,229
656;160;16;229,229,229
640;176;16;202,195,196
656;176;16;229,229,229
768;288;16;69,66,68
784;288;16;115,113,114
768;304;16;83,77,76
784;304;16;91,86,84
800;288;16;222,222,222
816;288;16;229,229,229
800;304;16;145,138,148
816;304;16;227,227,228
64;512;16;186,183,182
80;512;16;189,187,188
64;528;16;190,185,183
64;544;16;190,185,187
80;544;16;152,150,146
64;560;16;185,181,180
128;800;16;193,188,183
128;816;16;188,183,173
144;816;16;192,187,178
192;832;16;194,182,178
208;832;16;199,190,187
192;848;16;200,193,189
208;848;16;207,198,196
960;512;16;224,223,224
976;512;16;229,229,229
960;528;16;131,142,149
992;544;16;219,220,221
1008;544;16;229,229,229
992;560;16;177,196,206
1008;560;16;225,225,226
848;640;16;195,194,190
848;656;16;229,229,229
832;672;16;228,228,228
848;672;16;228,228,228
832;688;16;229,229,229
848;688;16;213,216,213
816;736;16;229,229,229
800;752;16;229,229,229
816;752;16;228,228,228
864;704;16;196,203,196
880;704;16;229,229,229
864;720;16;158,165,153
880;720;16;221,221,220
704;768;16;29,29,25
720;768;16;32,32,27
704;784;16;28,28,25
704;800;16;25,24,21
704;816;16;39,39,37
720;816;16;62,71,61
736;896;16;186,179,170
752;896;16;128,120,113
736;912;16;196,190,186
752;912;16;166,160,152
736;928;16;195,190,185
752;928;16;143,135,133
736;944;16;192,187,182
880;864;16;224,223,223
864;880;16;229,229,229
880;880;16;229,229,229
464;48;8;229,229,229
472;48;8;229,229,229
464;56;8;229,229,229
472;56;8;192,192,198
432;96;8;229,229,229
440;96;8;222,222,223
432;104;8;228,228,228
440;104;8;142,138,160
432;128;8;139,141,162
440;128;8;57,38,86
432;136;8;129,126,147
440;136;8;49,26,74
432;144;8;138,133,150
440;144;8;43,18,65
440;152;8;34,17,51
208;464;8;41,38,33
216;464;8;26,22,19
208;472;8;164,161,154
608;48;8;229,228,229
616;48;8;229,229,229
608;56;8;170,162,179
616;56;8;228,227,228
640;80;8;188,187,185
648;80;8;228,228,228
640;88;8;57,52,39
640;128;8;100,86,108
648;128;8;226,225,227
640;136;8;93,69,104
648;136;8;211,209,215
640;160;8;121,103,124
648;160;8;228,228,228
640;168;8;151,138,149
648;168;8;229,229,229
80;528;8;189,190,190
88;528;8;182,182,183
80;536;8;192,192,198
88;536;8;122,119,104
80;560;8;193,190,185
88;560;8;191,180,172
80;568;8;197,190,184
88;568;8;135,80,76
144;800;8;197,191,188
152;800;8;199,189,185
144;808;8;196,190,184
152;808;8;179,158,151
976;528;8;220,222,222
984;528;8;229,229,229
976;536;8;156,166,178
984;536;8;225,224,224
832;640;8;153,146,161
840;640;8;228,228,228
832;648;8;155,150,163
840;648;8;229,229,229
832;656;8;175,172,180
840;656;8;229,229,229
832;664;8;207,206,208
840;664;8;229,229,229
800;736;8;97,92,95
808;736;8;225,224,225
808;744;8;229,229,229
720;784;8;29,29,27
728;784;8;53,52,52
720;792;8;59,59,59
720;800;8;37,37,30
728;800;8;132,126,128
720;808;8;25,25,24
728;808;8;53,42,48
752;944;8;179,172,172
760;944;8;149,142,152
752;952;8;180,176,169
760;952;8;223,222,221
864;864;8;176,173,169
872;864;8;171,169,164
864;872;8;229,229,229
872;872;8;229,229,229
432;152;4;226,226,227
436;152;4;95,87,106
432;156;4;229,229,229
436;156;4;159,155,163
216;472;4;32,30,24
220;472;4;23,20,17
216;476;4;85,83,77
220;476;4;25,22,18
648;88;4;215,215,214
652;88;4;229,229,229
648;92;4;177,175,170
652;92;4;229,229,229
800;744;4;186,184,184
804;744;4;228,228,228
800;748;4;228,228,228
804;748;4;229,229,229
728;792;4;74,75,76
732;792;4;79,79,82
728;796;4;61,64,59
732;796;4;171,173,172
0;0;256;229,229,229
768;0;256;229,229,229
512;256;256;127,130,117
256;512;256;106,99,102
512;512;256;110,117,99
256;0;128;229,229,229
256;128;128;227,227,227
0;256;128;229,229,229
256;256;128;125,135,118
256;384;128;109,127,97
384;384;128;101,137,102
896;256;128;229,229,229
768;384;128;132,146,119
128;512;128;127,119,110
0;768;128;168,173,156
0;896;128;229,229,229
384;768;128;33,37,28
512;768;128;41,43,34
896;768;128;214,212,209
896;896;128;229,229,229
384;0;64;229,229,229
448;128;64;144,114,109
448;192;64;154,121,101
128;256;64;197,208,194
192;256;64;119,124,127
128;320;64;138,153,134
192;320;64;76,79,79
0;384;64;229,229,229
64;384;64;219,219,220
0;448;64;229,229,229
128;384;64;107,108,107
192;384;64;57,52,49
128;448;64;125,123,120
384;256;64;125,116,127
448;256;64;148,118,97
384;320;64;92,91,95
448;320;64;83,62,70
576;64;64;144,124,115
640;0;64;229,229,229
704;0;64;229,229,229
704;64;64;229,229,229
512;192;64;168,133,111
576;192;64;171,136,113
704;128;64;229,229,229
640;192;64;223,221,220
704;192;64;229,229,229
832;256;64;229,229,229
896;384;64;223,224,224
960;384;64;229,229,229
960;448;64;229,229,229
0;512;64;213,211,210
0;576;64;186,180,177
64;576;64;178,146,141
0;640;64;128,127,124
64;704;64;123,167,108
128;640;64;193,191,186
192;640;64;128,120,113
128;704;64;170,194,160
192;704;64;137,125,130
128;832;64;172,164,154
128;896;64;217,216,214
192;896;64;203,201,196
128;960;64;229,229,229
192;960;64;229,229,229
256;768;64;82,77,68
320;768;64;89,85,72
320;832;64;113,131,104
256;896;64;177,183,163
256;960;64;217,217,215
384;896;64;124,116,111
448;896;64;143,144,125
448;960;64;199,191,186
768;512;64;119,129,85
832;512;64;95,107,94
768;576;64;98,88,107
896;512;64;136,134,131
896;576;64;154,150,138
768;640;64;129,117,126
896;704;64;166,179,153
960;704;64;138,165,122
640;768;64;28,25,22
640;832;64;63,80,53
704;832;64;100,118,91
512;896;64;139,151,120
576;896;64;144,161,125
512;960;64;150,142,132
576;960;64;174,166,154
640;896;64;163,172,147
640;960;64;174,166,155
704;960;64;191,185,178
832;768;64;176,171,165
832;896;64;226,226,225
768;960;64;228,228,227
832;960;64;229,229,229
448;0;32;229,229,229
480;0;32;229,229,229
480;32;32;164,155,174
384;64;32;229,229,229
416;64;32;229,229,229
384;96;32;229,229,229
448;64;32;148,148,171
480;64;32;125,103,111
480;96;32;89,77,65
384;128;32;229,229,229
384;160;32;229,229,229
384;192;32;229,229,229
384;224;32;224,224,224
96;448;32;118,125,130
64;480;32;202,202,202
96;480;32;144,140,136
224;448;32;59,55,52
192;480;32;125,120,117
224;480;32;55,51,47
512;0;32;229,229,229
544;0;32;229,229,229
512;32;32;125,106,141
544;32;32;129,110,144
576;0;32;229,229,229
608;0;32;229,229,229
576;32;32;166,154,175
512;64;32;170,141,127
544;64;32;167,136,129
544;96;32;150,123,102
672;64;32;229,229,229
672;96;32;229,229,229
544;128;32;173,147,125
512;160;32;184,152,129
544;160;32;172,137,114
576;128;32;127,118,110
576;160;32;182,151,128
608;160;32;178,144,125
672;128;32;229,229,229
672;160;32;229,229,229
800;256;32;229,229,229
768;320;32;100,99,98
800;320;32;112,125,105
768;352;32;109,115,117
800;352;32;86,112,73
864;320;32;229,229,229
832;352;32;134,166,128
864;352;32;228,228,228
896;448;32;148,155,159
928;448;32;228,228,228
896;480;32;101,101,101
928;480;32;198,197,195
96;512;32;152,138,110
96;544;32;164,131,122
64;640;32;195,189,186
96;640;32;193,188,183
96;672;32;122,127,112
0;704;32;96,95,92
32;704;32;104,107,99
32;736;32;101,137,87
128;768;32;198,193,186
160;768;32;205,196,193
160;800;32;150,109,104
224;800;32;137,135,127
192;864;32;187,180,172
224;864;32;194,187,180
256;832;32;121,118,112
288;832;32;126,148,112
256;864;32;204,197,191
288;864;32;161,190,148
320;896;32;149,187,135
352;896;32;155,162,148
320;928;32;141,181,127
352;928;32;153,149,150
320;960;32;174,169,157
352;960;32;113,93,115
384;960;32;139,131,126
416;960;32;182,177,171
384;992;32;162,157,149
416;992;32;188,183,178
832;576;32;90,86,78
864;576;32;111,105,93
832;608;32;132,123,113
864;608;32;136,127,109
992;512;32;229,229,229
960;544;32;121,142,151
960;576;32;93,125,137
960;608;32;156,157,151
992;608;32;191,187,182
864;640;32;144,141,134
864;672;32;119,127,113
768;704;32;100,95,84
768;736;32;134,130,122
832;736;32;161,164,165
864;736;32;172,167,160
896;640;32;81,78,66
928;640;32;106,102,93
928;672;32;92,119,80
960;640;32;132,131,123
992;640;32;118,118,113
960;672;32;152,179,138
992;672;32;122,162,107
736;800;32;138,143,129
704;896;32;199,193,185
704;928;32;199,193,185
768;768;32;220,220,218
800;768;32;213,215,217
768;800;32;133,173,121
800;832;32;138,180,124
768;864;32;123,125,122
800;864;32;136,179,122
832;832;32;184,186,171
864;832;32;171,164,154
832;864;32;181,195,174
768;896;32;97,81,99
800;896;32;154,175,141
800;928;32;224,224,223
448;32;16;229,229,229
464;32;16;229,229,229
448;48;16;229,229,229
416;96;16;229,229,229
416;112;16;229,229,229
432;112;16;133,129,155
464;96;16;85,71,102
448;112;16;58,36,82
464;112;16;93,70,83
416;128;16;229,229,229
416;144;16;229,229,229
416;160;16;229,229,229
416;176;16;229,229,229
432;176;16;124,114,134
416;192;16;228,228,228
416;208;16;227,226,227
432;208;16;113,93,102
432;224;16;122,101,105
432;240;16;121,99,99
64;448;16;229,229,229
64;464;16;229,229,229
80;464;16;192,195,197
192;448;16;132,131,128
208;448;16;57,54,51
192;464;16;117,115,112
608;32;16;229,229,229
624;32;16;229,229,229
624;48;16;229,229,229
512;96;16;71,60,44
528;96;16;123,101,83
512;112;16;77,84,86
640;64;16;229,229,229
656;64;16;229,229,229
656;80;16;229,229,229
640;96;16;129,124,118
656;96;16;229,229,229
656;112;16;229,229,229
512;128;16;96,102,103
512;144;16;155,123,101
528;144;16;164,135,113
608;128;16;174,168,161
608;144;16;172,161,146
624;144;16;166,147,128
656;128;16;229,229,229
640;144;16;142,131,148
656;144;16;229,229,229
656;160;16;229,229,229
656;176;16;229,229,229
768;256;16;229,229,229
784;256;16;229,229,229
768;272;16;128,126,127
784;272;16;203,202,203
768;288;16;69,66,68
784;288;16;115,113,114
768;304;16;83,77,76
784;304;16;91,86,84
800;288;16;222,222,222
816;288;16;229,229,229
800;304;16;145,138,148
816;304;16;227,227,228
832;320;16;229,229,229
848;320;16;229,229,229
832;336;16;178,195,174
848;336;16;228,228,228
64;512;16;186,183,182
80;512;16;189,187,188
64;528;16;190,185,183
64;544;16;190,185,187
80;544;16;152,150,146
64;560;16;185,181,180
80;672;16;122,121,116
64;688;16;127,125,122
80;688;16;119,121,114
0;736;16;76,76,72
16;736;16;73,74,68
0;752;16;104,106,101
16;752;16;66,80,63
128;800;16;193,188,183
128;816;16;188,183,173
144;816;16;192,187,178
192;768;16;206,204,200
192;784;16;201,192,191
208;784;16;215,212,212
240;768;16;100,30,27
224;784;16;135,129,127
240;784;16;76,68,43
192;800;16;206,196,193
208;800;16;200,192,190
192;816;16;175,159,152
208;816;16;206,196,193
208;832;16;199,190,187
192;848;16;200,193,189
208;848;16;207,198,196
224;832;16;203,196,192
240;832;16;176,171,166
224;848;16;200,194,192
240;848;16;195,190,185
320;992;16;229,229,229
336;992;16;217,216,216
320;1008;16;229,229,229
336;1008;16;229,229,229
368;992;16;134,133,137
352;1008;16;207,209,212
368;1008;16;148,149,148
960;512;16;224,223,224
976;512;16;229,229,229
960;528;16;131,142,149
992;544;16;219,220,221
1008;544;16;229,229,229
1008;560;16;225,225,226
1008;576;16;220,220,219
992;592;16;193,187,182
1008;592;16;207,202,200
848;640;16;195,194,190
848;656;16;229,229,229
832;672;16;228,228,228
848;672;16;228,228,228
832;688;16;229,229,229
800;704;16;103,90,98
816;736;16;229,229,229
800;752;16;229,229,229
816;752;16;228,228,228
832;704;16;229,229,229
848;704;16;164,177,169
832;720;16;227,227,227
848;720;16;118,141,136
864;704;16;196,203,196
880;704;16;229,229,229
880;720;16;221,221,220
896;672;16;34,37,30
912;672;16;43,46,38
896;688;16;125,134,120
912;688;16;76,103,60
704;768;16;29,29,25
720;768;16;32,32,27
704;784;16;28,28,25
736;768;16;39,34,24
736;784;16;160,159,150
752;784;16;207,205,202
704;800;16;25,24,21
704;816;16;39,39,37
720;816;16;62,71,61
736;896;16;186,179,170
752;896;16;128,120,113
736;912;16;196,190,186
752;912;16;166,160,152
736;928;16;195,190,185
752;928;16;143,135,133
736;944;16;192,187,182
800;800;16;173,192,164
816;800;16;145,146,143
800;816;16;130,178,118
816;816;16;165,183,151
768;832;16;144,180,132
784;832;16;131,177,120
768;848;16;152,157,146
784;848;16;138,179,125
880;864;16;224,223,223
864;880;16;229,229,229
880;880;16;229,229,229
784;928;16;131,116,137
464;48;8;229,229,229
472;48;8;229,229,229
464;56;8;229,229,229
472;56;8;192,192,198
432;96;8;229,229,229
440;96;8;222,222,223
432;104;8;228,228,228
440;104;8;142,138,160
448;96;8;116,112,138
456;96;8;88,91,139
448;104;8;64,44,90
456;104;8;79,76,122
432;128;8;139,141,162
440;128;8;57,38,86
432;136;8;129,126,147
440;136;8;49,26,74
432;144;8;138,133,150
440;144;8;43,18,65
440;152;8;34,17,51
432;160;8;225,225,225
440;160;8;78,72,105
432;168;8;217,218,221
440;168;8;83,76,113
432;192;8;125,115,138
440;192;8;106,86,93
440;200;8;136,115,114
416;224;8;229,229,229
416;232;8;229,229,229
416;240;8;229,229,229
416;248;8;228,228,228
424;248;8;174,170,181
80;448;8;229,229,229
88;448;8;228,228,229
80;456;8;229,229,229
88;456;8;216,217,217
208;464;8;41,38,33
216;464;8;26,22,19
208;472;8;164,161,154
608;48;8;229,228,229
616;48;8;229,229,229
608;56;8;170,162,179
616;56;8;228,227,228
528;112;8;72,71,67
536;112;8;78,69,58
528;120;8;77,84,93
536;120;8;156,152,145
648;80;8;228,228,228
648;112;8;228,227,227
648;120;8;228,228,228
528;128;8;55,61,66
536;128;8;171,166,163
528;136;8;140,142,140
536;136;8;185,176,164
624;128;8;186,174,167
632;128;8;139,115,96
624;136;8;182,170,164
632;136;8;163,137,122
640;128;8;100,86,108
648;128;8;226,225,227
640;136;8;93,69,104
648;136;8;211,209,215
640;160;8;121,103,124
648;160;8;228,228,228
640;168;8;151,138,149
648;168;8;229,229,229
640;176;8;164,150,156
648;176;8;229,229,229
640;184;8;188,173,172
648;184;8;229,229,229
80;528;8;189,190,190
88;528;8;182,182,183
80;536;8;192,192,198
88;536;8;122,119,104
80;560;8;193,190,185
88;560;8;191,180,172
80;568;8;197,190,184
88;568;8;135,80,76
64;672;8;57,55,51
72;672;8;62,59,55
64;680;8;179,175,173
144;800;8;197,191,188
152;800;8;199,189,185
144;808;8;196,190,184
152;808;8;179,158,151
208;768;8;229,229,229
208;776;8;229,229,229
216;776;8;228,228,228
224;768;8;71,70,66
232;768;8;104,50,46
224;776;8;111,111,110
232;776;8;89,55,49
192;832;8;176,151,145
200;832;8;183,176,173
192;840;8;210,202,197
200;840;8;206,199,197
360;992;8;130,124,138
352;1000;8;229,229,229
360;1000;8;198,201,204
976;528;8;220,222,222
984;528;8;229,229,229
976;536;8;156,166,178
984;536;8;225,224,224
992;560;8;169,190,206
1000;560;8;209,209,213
992;568;8;114,167,179
1000;568;8;217,218,227
992;576;8;115,140,152
1000;576;8;202,209,215
992;584;8;168,170,170
1000;584;8;200,199,196
832;640;8;153,146,161
840;640;8;228,228,228
832;648;8;155,150,163
840;648;8;229,229,229
832;656;8;175,172,180
840;656;8;229,229,229
840;664;8;229,229,229
848;688;8;229,229,229
856;688;8;219,221,219
848;696;8;229,229,229
856;696;8;177,185,175
824;704;8;228,228,228
824;712;8;229,229,229
800;720;8;120,109,112
800;728;8;72,62,68
808;728;8;153,149,155
824;720;8;229,229,229
816;728;8;229,229,229
824;728;8;229,229,229
808;736;8;225,224,225
808;744;8;229,229,229
864;720;8;168,180,170
872;720;8;228,228,228
864;728;8;96,108,85
872;728;8;140,144,130
720;784;8;29,29,27
728;784;8;53,52,52
720;792;8;59,59,59
752;768;8;53,47,34
760;768;8;112,108,89
752;776;8;109,105,88
760;776;8;168,166,156
720;800;8;37,37,30
728;800;8;132,126,128
720;808;8;25,25,24
728;808;8;53,42,48
752;944;8;179,172,172
752;952;8;180,176,169
760;952;8;223,222,221
864;864;8;176,173,169
872;864;8;171,169,164
864;872;8;229,229,229
872;872;8;229,229,229
768;928;8;134,121,123
776;928;8;44,19,54
768;936;8;52,30,70
776;936;8;43,17,63
768;944;8;107,99,112
768;952;8;229,229,229
776;952;8;229,229,229
792;944;8;229,229,229
784;952;8;229,229,229
792;952;8;229,229,229
432;152;4;226,226,227
436;152;4;95,87,106
432;156;4;229,229,229
436;156;4;159,155,163
432;200;4;158,148,171
436;200;4;50,26,61
432;204;4;128,115,146
436;204;4;48,21,52
424;224;4;229,229,229
428;224;4;195,191,201
424;228;4;229,229,229
428;228;4;180,174,186
424;232;4;229,229,229
428;232;4;170,164,176
424;236;4;228,228,228
428;236;4;162,155,169
424;240;4;228,228,229
428;240;4;153,146,161
424;244;4;229,229,229
428;244;4;139,132,149
216;472;4;32,30,24
220;472;4;23,20,17
220;476;4;25,22,18
640;80;4;227,227,227
644;80;4;229,229,229
640;84;4;111,106,99
644;84;4;187,186,184
640;88;4;55,49,37
644;88;4;77,74,66
640;92;4;45,39,23
644;92;4;49,44,30
648;88;4;215,215,214
